date,adjusted,normalized,investment_value
2020-09-02,3580.840087890625,173.97921352839435,173979.21352839435
2020-09-03,3455.06005859375,167.868046864278,167868.046864278
2020-09-04,3426.9599609375,166.50277146233026,166502.77146233025
2020-09-08,3331.840087890625,161.8812635766306,161881.2635766306
2020-09-09,3398.9599609375,165.14235941956164,165142.35941956163
2020-09-10,3339.18994140625,162.23836462074635,162238.36462074635
2020-09-11,3340.969970703125,162.32484938117312,162324.84938117312
2020-09-14,3383.5400390625,164.39316486894373,164393.16486894374
2020-09-15,3401.199951171875,165.25119190850904,165251.19190850903
2020-09-16,3385.489990234375,164.48790547812337,164487.90547812337
2020-09-17,3357.010009765625,163.10417303499827,163104.17303499827
2020-09-18,3319.469970703125,161.2802472769044,161280.24727690438
2020-09-21,3281.06005859375,159.41405774135873,159414.05774135873
2020-09-22,3315.570068359375,161.0907660585451,161090.76605854512
2020-09-23,3236.919921875,157.26945868558585,157269.45868558585
2020-09-24,3246.590087890625,157.73929476784397,157739.29476784397
2020-09-25,3298.4599609375,160.25945190891,160259.45190891
2020-09-28,3351.60009765625,162.84132626414421,162841.3262641442
2020-09-29,3335.469970703125,162.05762558705788,162057.62558705788
2020-09-30,3363.0,163.39520356538793,163395.20356538793
2020-10-01,3380.800048828125,164.26003930780402,164260.03930780402
2020-10-02,3348.419921875,162.686813784468,162686.813784468
2020-10-05,3408.60009765625,165.61073649406606,165610.73649406605
2020-10-06,3360.969970703125,163.296572268865,163296.57226886498
2020-10-07,3419.43994140625,166.13740270761,166137.40270761
2020-10-08,3446.830078125,167.46818384494094,167468.18384494094
2020-10-09,3477.139892578125,168.9408208662307,168940.8208662307
2020-10-12,3534.219970703125,171.71412178349584,171714.12178349585
2020-10-13,3511.929931640625,170.63113472726695,170631.13472726697
2020-10-14,3488.669921875,169.50102053440725,169501.02053440726
2020-10-15,3483.340087890625,169.2420644508965,169242.0644508965
2020-10-16,3483.81005859375,169.26489851533506,169264.89851533505
2020-10-19,3426.919921875,166.5008261186586,166500.82611865862
2020-10-20,3443.1201171875,167.28793114717035,167287.93114717034
2020-10-21,3435.56005859375,166.92061704877844,166920.61704877843
2020-10-22,3453.489990234375,167.79176329627572,167791.76329627572
2020-10-23,3465.389892578125,168.3699336697117,168369.93366971173
2020-10-26,3400.969970703125,165.24001804424876,165240.01804424875
2020-10-27,3390.679931640625,164.74006472063502,164740.064720635
2020-10-28,3271.030029296875,158.92673728975905,158926.73728975904
2020-10-29,3310.110107421875,160.8254876081015,160825.4876081015
2020-10-30,3269.9599609375,158.87474679394907,158874.74679394907
2020-11-02,3310.239990234375,160.8317981131827,160831.7981131827
2020-11-03,3369.159912109375,163.69448994453043,163694.48994453042
2020-11-04,3443.43994140625,167.3034701728402,167303.4701728402
2020-11-05,3510.449951171875,170.5592281825259,170559.22818252593
2020-11-06,3509.43994140625,170.5101557022234,170510.1557022234
2020-11-09,3550.5,172.5051056374992,172505.10563749922
2020-11-10,3545.530029296875,172.26363392332996,172263.63392332997
2020-11-11,3572.659912109375,173.5817703267952,173581.7703267952
2020-11-12,3537.010009765625,171.8496790242251,171849.6790242251
2020-11-13,3585.14990234375,174.1886107956847,174188.61079568468
2020-11-16,3626.909912109375,176.2175686596594,176217.56865965942
2020-11-17,3609.530029296875,175.37314716394397,175373.14716394397
2020-11-18,3567.7900390625,173.34516197180508,173345.1619718051
2020-11-19,3581.8701171875,174.0292586805327,174029.25868053272
2020-11-20,3557.5400390625,172.84715399186302,172847.15399186302
2020-11-23,3577.590087890625,173.82130855914443,173821.30855914444
2020-11-24,3635.409912109375,176.63055088692846,176630.55088692845
2020-11-25,3629.64990234375,176.3506942207991,176350.6942207991
2020-11-27,3638.35009765625,176.7734031664264,176773.4031664264
2020-11-30,3621.6298828125,175.96103239388654,175961.03239388653
2020-12-01,3662.449951171875,177.9443221289841,177944.32212898412
2020-12-02,3669.010009765625,178.26305008299144,178263.05008299145
2020-12-03,3666.719970703125,178.15178591445445,178151.78591445446
2020-12-04,3699.1201171875,179.72598410962627,179725.98410962627
2020-12-07,3691.9599609375,179.37809972424753,179378.09972424753
2020-12-08,3702.25,179.87805304786127,179878.05304786126
2020-12-09,3672.820068359375,178.44816613994115,178448.16613994114
2020-12-10,3668.10009765625,178.21884096186807,178218.84096186806
2020-12-11,3663.4599609375,177.99339460928664,177993.39460928665
2020-12-14,3647.489990234375,177.21747530688685,177217.47530688686
2020-12-15,3694.6201171875,179.50734645989561,179507.3464598956
2020-12-16,3701.169921875,179.82557621613338,179825.5762161334
2020-12-17,3722.47998046875,180.86094979981345,180860.94979981345
2020-12-18,3709.409912109375,180.22592557138836,180225.92557138836
2020-12-21,3694.919921875,179.52191281372967,179521.91281372966
2020-12-22,3687.260009765625,179.14974721801028,179149.74721801028
2020-12-23,3690.010009765625,179.28335911506792,179283.35911506793
2020-12-24,3703.06005859375,179.9174106716572,179917.41067165718
2020-12-28,3735.360107421875,181.48674550764989,181486.74550764987
2020-12-29,3727.0400390625,181.0825054650516,181082.50546505162
2020-12-30,3732.0400390625,181.32543618697457,181325.43618697458
2020-12-31,3756.070068359375,182.49296265995855,182492.96265995855
2021-01-04,3700.64990234375,179.80031047210525,179800.31047210525
2021-01-05,3726.860107421875,181.07376328038086,181073.76328038087
2021-01-06,3748.139892578125,182.10766599445554,182107.66599445554
2021-01-07,3803.7900390625,184.81149204656916,184811.49204656915
2021-01-08,3824.679931640625,185.82645138354857,185826.45138354858
2021-01-11,3799.610107421875,184.60840528436003,184608.40528436002
2021-01-12,3801.18994140625,184.68516332642855,184685.16332642856
2021-01-13,3809.840087890625,185.10544059246627,185105.44059246627
2021-01-14,3795.5400390625,184.41065635539627,184410.65635539626
2021-01-15,3768.25,183.08473857724442,183084.73857724442
2021-01-19,3798.909912109375,184.57438549380947,184574.38549380947
2021-01-20,3851.85009765625,187.14654499253712,187146.54499253712
2021-01-21,3853.070068359375,187.2058186652641,187205.81866526412
2021-01-22,3841.469970703125,186.64221464566216,186642.21464566217
2021-01-25,3855.360107421875,187.3170828338011,187317.0828338011
2021-01-26,3849.6201171875,187.0381988395076,187038.1988395076
2021-01-27,3750.77001953125,182.2354537223499,182235.4537223499
2021-01-28,3787.3798828125,184.01418582563292,184014.1858256329
2021-01-29,3714.239990234375,180.46060044455848,180460.60044455848
2021-02-01,3773.860107421875,183.35731206645673,183357.31206645674
2021-02-02,3826.31005859375,185.90565296705833,185905.65296705833
2021-02-03,3830.169921875,186.09318884174593,186093.18884174593
2021-02-04,3871.739990234375,188.11291818513197,188112.91818513197
2021-02-05,3886.830078125,188.84608737416207,188846.08737416207
2021-02-08,3915.590087890625,190.24342536113704,190243.42536113705
2021-02-09,3911.22998046875,190.03158455240546,190031.58455240546
2021-02-10,3909.8798828125,189.9659885127456,189965.98851274562
2021-02-11,3916.3798828125,190.2817984512455,190281.7984512455
2021-02-12,3934.830078125,191.17822230462255,191178.22230462256
2021-02-16,3932.590087890625,191.06938981567515,191069.38981567515
2021-02-17,3931.330078125,191.00817079927648,191008.17079927647
2021-02-18,3913.969970703125,190.1647101135452,190164.7101135452
2021-02-19,3906.7099609375,189.81197423083898,189811.974230839
2021-02-22,3876.5,188.34418870687668,188344.18870687668
